entry_type,canonical_term,alias,domain,source_system,note
field_alias,requisition.line_item_number,EBAN.ZUGBA,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=ZUGBA; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Assigned Source of Supply; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=DZUGBA, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.QUPOS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=QUPOS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Quota arrangement item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=QUPOS, domain=NUM03"
field_alias,requisition.line_item_number,EBAN.DISPO,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=DISPO; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=MRP Controller; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=DISPO, domain=DISPO"
field_alias,requisition.line_item_number,EBAN.BATOL,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BATOL; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Resubmission interval of purchase requisition; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BATOL, domain=BATOL"
field_alias,requisition.line_item_number,EBAN.BSMNG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BSMNG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Quantity ordered against this purchase requisition; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BSMNG, domain=MENG13"
field_alias,requisition.line_item_number,EBAN.XOBLR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=XOBLR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Item affects commitments; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=XOBLR, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.EBAKZ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EBAKZ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchase requisition closed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=EBAKZ, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.SOBKZ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=SOBKZ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Special Stock Indicator; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=SOBKZ, domain=SOBKZ"
field_alias,requisition.line_item_number,EBAN.FIXKZ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FIXKZ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchase requisition is fixed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BAFIX, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.KANBA,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=KANBA; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Kanban Indicator; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=KBNKZ, domain=KBNKZ"
field_alias,requisition.line_item_number,EBAN.FRGGR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FRGGR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Release group; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FRGGR, domain=FRGGR"
field_alias,requisition.line_item_number,EBAN.FRGRL,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FRGRL; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Release Not Yet Completely Effected; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FRGRL, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.AKTNR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=AKTNR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Retail Promotion; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=WAKTION, domain=WAKTION"
field_alias,requisition.line_item_number,EBAN.UMSOK,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=UMSOK; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Special stock indicator for physical stock transfer; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=UMSOK, domain=SOBKZ"
field_alias,requisition.line_item_number,EBAN.VERID,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=VERID; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Production Version; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=VERID, domain=VERID"
field_alias,requisition.line_item_number,EBAN.FIPOS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FIPOS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Commitment Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FIPOS, domain=FIPOS"
field_alias,requisition.line_item_number,EBAN.FISTL,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FISTL; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Funds Center; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FISTL, domain=FISTL"
field_alias,requisition.line_item_number,EBAN.GEBER,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=GEBER; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Fund; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BP_GEBER, domain=BP_GEBER"
field_alias,requisition.line_item_number,EBAN.KZKFG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=KZKFG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Origin of Configuration; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=KZCUH, domain=KZCUH"
field_alias,requisition.line_item_number,EBAN.SATNR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=SATNR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Cross-Plant Configurable Material; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=SATNR, domain=MATNR"
field_alias,requisition.line_item_number,EBAN.MNG02,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=MNG02; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Committed Quantity; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MNG06, domain=MENGV13"
field_alias,requisition.line_item_number,EBAN.EMLIF,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EMLIF; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Supplier to be Supplied/Who is to Receive Delivery; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=EMLIF, domain=LIFNR"
field_alias,requisition.line_item_number,EBAN.LBLKZ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=LBLKZ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Subcontracting Supplier; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=LBLKZ, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.KZBWS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=KZBWS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Valuation of Special Stock; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=KZBWS, domain=KZBWS"
field_alias,requisition.line_item_number,EBAN.MPROF,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=MPROF; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Mfr part profile; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MPROF, domain=MPROF"
field_alias,requisition.line_item_number,EBAN.TECHS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=TECHS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Parameter Variant/Standard Variant; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=TECHS, domain=TECHS"
field_alias,requisition.line_item_number,EBAN.FORDN,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FORDN; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Framework Order; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=SFORDN, domain=EBELN"
field_alias,requisition.line_item_number,EBAN.FORDP,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FORDP; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Item of framework order; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FORDP, domain=EBELP"
field_alias,requisition.line_item_number,EBAN.BERID,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BERID; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=MRP Area; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BERID, domain=BERID"
field_alias,requisition.line_item_number,EBAN.FKBER,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=FKBER; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Functional Area; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FKBER, domain=FKBER"
field_alias,requisition.line_item_number,EBAN.GRANT_NBR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=GRANT_NBR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Grant; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=GM_GRANT_NBR, domain=GM_GRANT_NBR"
field_alias,requisition.line_item_number,EBAN.MEMORY,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=MEMORY; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchase Requisition not yet Complete; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MEMBF, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.BANPR,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BANPR; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Requisition Processing State; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BANPR, domain=BANPR"
field_alias,requisition.line_item_number,EBAN.BLCKD,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BLCKD; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchase Requisition Blocked; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BLCKD, domain=BLCKD"
field_alias,requisition.line_item_number,EBAN.BLCKT,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BLCKT; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Reason for Item Block; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BLCKT, domain=CHAR60K"
field_alias,requisition.line_item_number,EBAN.BESWK,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BESWK; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Procuring Plant; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=BESWK, domain=WERKS"
field_alias,requisition.line_item_number,EBAN.EPROFILE,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EPROFILE; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=External Procurement Profile; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MEPROFILE, domain=EPROFILE"
field_alias,requisition.line_item_number,EBAN.GMMNG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=GMMNG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=PO Quantity of Purchase Requisition in POs on Hold; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=GMMNG, domain=MENG13"
field_alias,requisition.line_item_number,EBAN.KBLPOS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=KBLPOS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Earmarked Funds: Document Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=KBLPOS, domain=KBLPOS"
field_alias,requisition.line_item_number,EBAN.PRIO_URG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=PRIO_URG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Requirement Urgency; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=PRIO_URG, domain=PRIO_URG"
field_alias,requisition.line_item_number,EBAN.PRIO_REQ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=PRIO_REQ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Requirement Priority; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=PRIO_REQ, domain=PRIO_REQ"
field_alias,requisition.line_item_number,EBAN.MHDRZ,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=MHDRZ; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Minimum Remaining Shelf Life; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MHDRZ, domain=DEC4"
field_alias,requisition.line_item_number,EBAN.NODISP,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=NODISP; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Ind: Reserv. not applicable to MRP,Purc. req. not created; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=NODISP, domain=XFELD"
field_alias,requisition.line_item_number,EBAN.BUDGET_PD,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=BUDGET_PD; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Budget Period; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=FM_BUDGET_PERIOD, domain=FM_BUDGET_PERIOD"
field_alias,requisition.line_item_number,EBAN.EXPERT_MODE,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EXPERT_MODE; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=PR Created in Expert Mode; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MMPUR_PR_SSP_EXPERT_MODE, domain=BOOLEAN"
field_alias,requisition.line_item_number,EBAN.CENTRAL_PURREQN_PROC,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=CENTRAL_PURREQN_PROC; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Is PR relevant for Central PR Processing; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MMPUR_PR_CEN_PURREQN_PROC_MODE, domain=BOOLEAN"
field_alias,requisition.line_item_number,EBAN.INDELEGATEAPPROVAL,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=INDELEGATEAPPROVAL; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchase Requisition in external approval; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MMPUR_INDELEGATEAPPROVAL, domain=BOOLEAN"
field_alias,requisition.line_item_number,EBAN.DUMMY_EBAN_INCL_EEW_PS,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=DUMMY_EBAN_INCL_EEW_PS; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Data element for purchase requisition extensibility; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=EBAN_INCL_EEW, domain=EBAN_INCL_EEW"
field_alias,requisition.line_item_number,EBAN.STORENETWORKID,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=STORENETWORKID; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=128 character; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=CHAR128, domain=CHAR128"
field_alias,requisition.line_item_number,EBAN.STORESUPPLIERID,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=STORESUPPLIERID; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Character field, length 64; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=CHAR64, domain=CHAR64"
field_alias,requisition.line_item_number,EBAN.CREATIONTIME,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=CREATIONTIME; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Purchasing Document Creation Time; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=ME_PDI_CREATIONTIME, domain=UZEIT"
field_alias,requisition.line_item_number,EBAN.SERVICEPERFORMER,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=SERVICEPERFORMER; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Service Performer; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=SERVICEPERFORMER, domain=BU_PARTNER"
field_alias,requisition.line_item_number,EBAN.ISEOPBLOCKED,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=ISEOPBLOCKED; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Business Purpose Completed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=EOPBLOCKED, domain=EOPBLOCKED"
field_alias,requisition.line_item_number,EBAN.EXT_REV_TMSTMP,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EXT_REV_TMSTMP; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Timestamp for Revision of External Calls; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MM_EXT_REV_TMSTMP, domain=TZNTSTMPL"
field_alias,requisition.line_item_number,EBAN.EXTMATERIALFORPURG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EXTMATERIALFORPURG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Material of External System; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MM_PUR_HUB_MATNR, domain=MATNR"
field_alias,requisition.line_item_number,EBAN.EXTFIXEDSUPPLIERFORPURG,MM,SAP,"context_patch=true; system=SAP; object=EBAN; field=EXTFIXEDSUPPLIERFORPURG; object_description=Purchase Requisition PR header & item combined, one row per PR line. MM Materials Mgmt; field_description=Fixed Supplier of External System; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=MM, data_element=MM_PUR_HUB_FLIEF, domain=LIFNR"
