entry_type,canonical_term,alias,domain,source_system,note
field_alias,invoice.amount,MM_MARA_VPREH,PACK3,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_BMATN,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,asset.serial_number,MM_MARA_SERLV,SERLV,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,employee.national_id,MM_MARA_IPRKZ,DATTP,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.category,MM_MARA_MTPOS_MARA,MTPOS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_GTIN_VARIANT,GTIN_VARIANT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_GENNR,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_RMATP,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARA_WHMATGR,CHAR4,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARA_MAXDIM_UOM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARA_MFRGR,MFRGR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,asset.serial_number,MM_MARA_SERIAL,CIFSERIAL,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARA_LOGUNIT,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.gross_weight,MM_MARA_CWQREL,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_IPMIPPRODUCT,CRM_PRODUCT_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_ALLOW_PMAT_IGNO,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_MATNR_EXTERNAL,CHAR40,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_SALES_MATERIAL,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.lifecycle_status,MM_MARA_SGT_STAT,SGT_STAT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_FSH_SEALV,FSH_SEALV,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_FSH_SEAIM,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_FSH_SC_MID,FSH_SC_CID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_SCM_MATID_GUID16,SYSUUID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.id,MM_MARA_SCM_MATID_GUID22,/SAPAPO/MATID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_RMATP_PB,/SAPAPO/MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_MO_PROFILE_ID,/SCMB/DO_PB_PROFILE_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARA_SCM_DRP_GL_STOCK,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,employee.position,MM_MARA_PRD_ENDDT,DATS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARA_/CWM/VALUM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_/CWM/TARA,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_/CWM/TARUM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_/DSD/SL_TOLTYP,/DSD/SL_TOLTYP_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARA_/VSO/R_QUAN_UNIT,/VSO/R_QUAN_UNIT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_SOM_CYCLE_RULE,CRMD_ISX_BC_RULE_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_RIC_ID,/ISDFPS/RIC_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARA_DFS_SENSITIVITY_KEY,DFS_SENSITIVITY_KEY,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,manufacturer.id,MM_MARA_DFS_MFRP2,DFS_MFRP2,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARA_OVLPN,ADSPC_OPN,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,manufacturer.id,MM_MARA_MSBOOKPARTNO,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_DPCBT,MILL_DPCBT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_COLOR,WRF_ATWRT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_SIZE1,WRF_ATWRT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_SIZE2,WRF_ATWRT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARA_FREE_CHAR,WRF_ATWRT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,bom.component,MM_MARA_FIBER_PART1,WRF_FIBER_PART,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,bom.component,MM_MARA_FIBER_PART2,WRF_FIBER_PART,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,bom.component,MM_MARA_FIBER_PART3,WRF_FIBER_PART,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,bom.component,MM_MARA_FIBER_PART4,WRF_FIBER_PART,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,bom.component,MM_MARA_FIBER_PART5,WRF_FIBER_PART,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,account.status,MM_MARC_MMSTD,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_AUSME,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,make_or_buy.indicator,MM_MARC_SOBSL,SOBSL,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_BSTRF,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,employee.position,MM_MARC_AUSDT,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_FHORI,FHORI,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_WZEIT,DEC3,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_SSQSS,QSSPUR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_OBJID,NUM08,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.origin,MM_MARC_HERKR,REGIO,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_EXPME,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARC_MTVER,MTVER,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,make_or_buy.indicator,MM_MARC_SOBSK,SOBSL,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_LGPRO,LGORT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_AWSLS,AWSLS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,asset.serial_number,MM_MARC_SERNP,SERAIL,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_VRBMT,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_VRBWK,WERKS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_VRBFK,DEC2_2,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,certificate.id,MM_MARC_PRENO,PRENN,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARC_CUOBV,CUOBJ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_LGFSB,LGORT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARC_QMATA,QMATAUTH,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,warehouse_task.type,MM_MARC_PLNTY,PLNTY,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_MEGRU,MEGRU,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARC_MFRGR,MFRGR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.safety_stock_quantity,MM_MARC_SFTY_STK_METH,MRP_SSTOCK_METHOD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_VKUMC,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_VKTRW,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_VKGLG,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MARC_LFMON,MONAT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MARC_LFGJA,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.minimum_stock_quantity,MM_MARC_EISLO,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.batch_managed_flag,MM_MARC_UCHKZ,UCHKZ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_UCMAT,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_TEMP_UOM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,batch.id,MM_MARC_SGT_CHINT,X,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,dimension.value,MM_MARC_SGT_DEFSC,SGT_SRCA,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.lifecycle_status,MM_MARC_SGT_MRP_ATP_STATUS,CHAR2,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,account.status,MM_MARC_SGT_MMSTD,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARC_FSH_SEAIM,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,purchasing_group.id,MM_MARC_MULTIPLE_EKGRP,CHAR1_X,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_REF_SCHEMA,WRF_REF_SCHEMA,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_SCM_MATLOCID_GUID16,SYSUUID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.id,MM_MARC_SCM_MATLOCID_GUID22,/SAPAPO/MATLOCID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_SCM_HEUR_ID,data,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,container.id,MM_MARC_SCM_PACKAGE_ID,data,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.safety_stock_quantity,MM_MARC_SCM_SSPEN,/SAPAPO/DEC13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_SCM_CONHAP,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_SCM_HUNIT,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_SCM_CONHAP_OUT,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_SCM_HUNIT_OUT,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARC_SCM_LSUOM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_SCM_MIN_PASS_AMOUNT,/SAPAPO/QUAN_15,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MARC_SCM_PROFID,/SAPAPO/MAT_PROF_ID,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,stock.quantity,MM_MARC_SCM_GES_BST_USE,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_SCM_SAFTY_V,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_SCM_PPSAFTYSTK,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_SCM_PPSAFTYSTK_V,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.safety_stock_quantity,MM_MARC_SCM_REPSAFTY,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARC_SCM_REPSAFTY_V,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.reorder_point,MM_MARC_SCM_REORD_V,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.maximum_stock_quantity,MM_MARC_SCM_MAXSTOCK_V,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_policy.safety_stock_quantity,MM_MARC_SCM_SFT_LOCK,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.raw_material_group_id,MM_MARC_/VSO/R_PKGRP,/VSO/M_PKGRP,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARC_/VSO/R_PAL_VEND,MATNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARC_DPCBT,MILL_DPCBT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MARD_LFGJA,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MARD_LFMON,MONAT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARD_UMLME,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARD_EINME,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,supplier.posting_block_flag,MM_MARD_SPEME,MENG13V,SAP,Promote weak candidate (strength=0.70) to strong
field_alias,inventory_location.id,MM_MARD_DISKZ,DISKZ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARD_LSOBS,SOBSL,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARD_LMINB,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARD_LBSTF,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARD_VKLAB,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARD_VKUML,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_year.id,MM_MARD_MDJIN,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,inventory_location.id,MM_MARD_DUMMY_STL_INCL_EEW_PS,STL_INCL_EEW,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MARD_/CWM/EINME,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,supplier.posting_block_flag,MM_MARD_/CWM/SPEME,MENG13V,SAP,Promote weak candidate (strength=0.70) to strong
field_alias,inventory_location.id,MM_MARD_/CWM/UMLME,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_SALKV,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMKUM,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMSAL,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMVPR,VPRSV,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMVER,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMSTP,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMPEI,PACK3,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VMSAV,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJKUM,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJSAL,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJVPR,VPRSV,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJVER,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJSTP,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJPEI,PACK3,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJSAV,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MBEW_LFGJA,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_period.id,MM_MBEW_LFMON,MONAT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_STPRV,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,compensation.base_salary,MM_MBEW_LAEPR,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZKPRS,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,address.country,MM_MBEW_ZKDAT,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_BWPRS,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_BWPRH,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJBWS,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VJBWH,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VVJSL,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VVJLB,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VVMLB,MENG13V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VVSAL,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLPR,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLP1,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLP2,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLP3,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLD1,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLD2,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ZPLD3,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,activity id,MM_MBEW_KALSC,KALSC,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_BWPH1,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_BWPS1,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_ABWKZ,NUMC2,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,product.id,MM_MBEW_KALN1,CK_KALNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_year.id,MM_MBEW_PDATZ,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,fiscal_year.id,MM_MBEW_PDATL,GJAHR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VPLPR,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_MLAST,CK_ML_ABST,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_LPLPR,WERT11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VKSAL,WERT13N,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.origin,MM_MBEW_HKMAT,HKMAT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_KZIWL,INVKZ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_LPLPX,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VPLPX,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_FPLPX,WERT11V,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_LBWST,CK_BWST,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_VBWST,CK_BWST,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_FBWST,CK_BWST,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,sales_order.id,MM_MBEW_EKLAS,BKLAS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.origin,MM_MBEW_MTORG,J_1BMATORG,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MBEW_XBEWM,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,invoice.amount,MM_MBEW_BWPEI,PACK3,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.type_code,MM_MBEW_OIPPINV,JV_PPINV,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARM_EANNR,CHAR13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARM_EAN11,EAN11,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARM_NUMTP,NUMTP,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_MESUB,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_MESRT,NUM02,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_XFHDW,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_XBEWW,XFELD,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.number,MM_MARM_GTIN_VARIANT,GTIN_VARIANT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_TOP_LOAD_FULL_UOM,MEINS,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_TY2TQ,DO_EWMTY2TQ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_/CWM/TY2TQ,/CWM/TYPME,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,asset.serial_number,MM_MARM_/STTPEC/SERNO_MANAGED,/STTPEC/D_SERNO_MANAGED,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,asset.serial_number,MM_MARM_/STTPEC/SERNO_PROV_BUP,KUNNR,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,material.base_uom_code,MM_MARM_PCBUT,MILL_PCBUT,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,document.type,MM_EBAN_BSAKZ,BSAKZ,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,shipment.tracking_id,MM_EBAN_BEDNR,CHAR10,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,backorder.quantity,MM_EBAN_BUMNG,MENG13,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,requisition.requested_date,MM_EBAN_BADAT,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,approval.approved_date,MM_EBAN_FRGDT,DATUM,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,document.type,MM_EBAN_PSTYP,PSTYP,SAP,Promote weak candidate (strength=0.60) to strong
field_alias,document.type,MM_EBAN_VRTYP,BSTYP,SAP,Promote weak candidate (strength=0.60) to strong
