entry_type,canonical_term,alias,domain,source_system,note
field_alias,account.owner_employee_id,PRCD_ELEMENTS.KNUMV,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KNUMV; field_description=Number of the Document Condition; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=KNUMV, domain=KNUMV"
field_alias,invoice.amount,PRCD_ELEMENTS.KAWRT,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KAWRT; field_description=Condition Basis; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VFPRC_ELEMENT_BASE_VALUE, domain=VFPRC_DEC_VALUE"
field_alias,invoice.amount,PRCD_ELEMENTS.KAWRT_K,S/4HANA,SAP,"context_patch=true; system=SAP; object=PRCD_ELEMENTS; field=KAWRT_K; field_description=Condition Basis; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VFPRC_ELEMENT_BASE_VALUE, domain=VFPRC_DEC_VALUE"
field_alias,document.changed_date,BUT000.CHDAT,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT000; field=CHDAT; object_description=Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables; field_description=Date when object was last changed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_CHDAT, domain=DATUM"
field_alias,document.changed_date,BUT000.CHTIM,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT000; field=CHTIM; object_description=Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables; field_description=Time at which object was last changed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_CHTIM, domain=UZEIT"
field_alias,contact.name,BUT000.NATPERS,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT000; field=NATPERS; object_description=Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables; field_description=Business Partner Is a Natural Person Under the Tax Laws; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=BU_NATURAL_PERSON, domain=BU_NATURAL_PERSON"
field_alias,contact.role,BUT001.CLIENT,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=CLIENT; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Client; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=MANDT, domain=MANDT"
field_alias,contact.role,BUT001.INFCT,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=INFCT; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Responsible local court; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_INFCT, domain=BU_INFCT"
field_alias,contact.role,BUT001.COMRG,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=COMRG; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Entry in commercial register; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_COMRG, domain=CHAR30"
field_alias,contact.role,BUT001.CLBRG,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=CLBRG; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=BP: Entry in register of associations; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_CLBRG, domain=CHAR30"
field_alias,contact.role,BUT001.COPRG,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=COPRG; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Entry in Register of Cooperatives; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_COPRG, domain=CHAR30"
field_alias,contact.role,BUT001.COMREG_DAT,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=COMREG_DAT; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Date of entry in trade register; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BU_COMREG_DAT, domain=DATUM"
field_alias,contact.role,BUT001.M_BONIDAT,S/4HANA,SAP,"context_patch=true; system=SAP; object=BUT001; field=M_BONIDAT; object_description=Business Partner — Roles BP role assignments (FLCU01 customer, FLVN01 vendor, etc.). S4HANA New Tables; field_description=Date on Which Creditworthiness was Manually Set; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=BONIDAT_KK, domain=DATUM"
field_alias,sales_order.id,MATDOC.MAT_KDPOS,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=MAT_KDPOS; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Sales Order Item of Valuated Sales Order Stock; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=MAT_KDPOS, domain=NUM06"
field_alias,stock.quantity,MATDOC.MENGU,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=MENGU; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Quantity Updating in Material Master Record; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=MENGU, domain=XFELD"
field_alias,invoice.amount,MATDOC.WERTU,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=WERTU; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value Updating in Material Master Record; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=WERTU, domain=XFELD"
field_alias,invoice.amount,MATDOC.VKWRT,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=VKWRT; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value at Sales Prices Including Value-Added Tax; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=VKWRT, domain=WERT7"
field_alias,invoice.amount,MATDOC.SALK3,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=SALK3; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value of total valuated stock before the posting; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=SALK3_MSEG, domain=WERT13N"
field_alias,invoice.amount,MATDOC.VKWRA,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=VKWRA; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value at Sales Prices Excluding Value Added Tax; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=VKWRA, domain=WERT7"
field_alias,invoice.amount,MATDOC.STOCK_VKWRT,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=STOCK_VKWRT; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value at Sales Prices Including Value-Added Tax; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=NSDM_STOCK_VKWRT, domain=WERT7"
field_alias,stock.quantity,MATDOC.CONSUMPTION_QTY,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=CONSUMPTION_QTY; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Consumption Quantity; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=NSDM_CONSUMPTION_QTY, domain=NSDM_STOCK_QTY"
field_alias,stock.quantity,MATDOC.ERFMG,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=ERFMG; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Quantity in unit of entry; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=ERFMG, domain=MENG13"
field_alias,stock.quantity,MATDOC.PBAMG,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=PBAMG; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Quantity; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=MENGE_D, domain=MENG13"
field_alias,invoice.amount,MATDOC.PRICE_SOURCE_A1,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=PRICE_SOURCE_A1; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Indicator for Analytical Value of Price Source - not used; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=NSDM_PRICE_SOURCE, domain=NSDM_PRICE_SOURCE"
field_alias,invoice.amount,MATDOC.STOCK_VALUE_A1,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=STOCK_VALUE_A1; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Analytical Value of Warehouse Stock - not used; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=NSDM_STOCK_VALUE, domain=NSDM_STOCK_VALUE"
field_alias,stock.quantity,MATDOC./CWM/ERFMG,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=/CWM/ERFMG; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Quantity in Parallel Unit of Entry; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=/CWM/ERFMG, domain=MENG13"
field_alias,stock.quantity,MATDOC./CWM/CONSUMPTION_QTY,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=/CWM/CONSUMPTION_QTY; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Consumption Quantity in PUoM; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=/CWM/CONSUMPTION_QTY, domain=/CWM/STOCK_QTY"
field_alias,stock.quantity,MATDOC.UMMEN_CG,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=UMMEN_CG; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Quantity Updating in Material Master Record; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=MENGU, domain=XFELD"
field_alias,invoice.amount,MATDOC.UMWER_CG,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=UMWER_CG; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Value Updating in Material Master Record; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=WERTU, domain=XFELD"
field_alias,stock.quantity,MATDOC.LINE_DEPTH,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=LINE_DEPTH; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Hierarchy level of line in document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=MB_LINE_DEPTH, domain=MB_LINE_DEPTH"
field_alias,material.number,MATDOC.TBNUM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=TBNUM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Transfer Requirement Number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=TBNUM, domain=TBNUM"
field_alias,material.number,MATDOC.UBNUM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=UBNUM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Posting Change Number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=UBNUM, domain=UBNUM"
field_alias,material.number,MATDOC.TANUM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=TANUM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Transfer Order Number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=TANUM, domain=TANUM"
field_alias,delivery.id,MATDOC.VBELN_IM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=VBELN_IM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Delivery; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VBELN_VL, domain=VBELN"
field_alias,delivery.line_item_number,MATDOC.VBELP_IM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=VBELP_IM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Delivery Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=POSNR_VL, domain=POSNR"
field_alias,delivery.id,MATDOC.LE_VBELN,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=LE_VBELN; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Delivery; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VBELN_VL, domain=VBELN"
field_alias,material.number,MATDOC.EWM_LGNUM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=EWM_LGNUM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Warehouse Number/Warehouse Complex; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=/SCWM/LGNUM, domain=/SCWM/LGNUM"
field_alias,material_document.id,MATDOC.EWM_GMDOC,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=EWM_GMDOC; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Warehouse Document for Goods Movement; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=/SCWM/DE_GM_DOC, domain=/SCWM/TANUM"
field_alias,journal_entry.debit_credit_indicator,MATDOC.SHKUM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=SHKUM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Debit/credit indicator in revaluation; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=SHKUM, domain=SHKZG"
field_alias,cost_center.id,MATDOC.XSKST,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=XSKST; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Indicator: Statistical Posting to Cost Center; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=XSKST, domain=XFELD"
field_alias,project.id,MATDOC.XSPRO,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=XSPRO; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Indicator: Posting to Project Is Statistical; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=XSPRO, domain=XFELD"
field_alias,fiscal_period.id,MATDOC.XRUEM,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=XRUEM; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Allow Posting to Previous Period (Backposting); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=XRUEM, domain=XFELD"
field_alias,product.lifecycle_status,MATDOC.UMZST,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=UMZST; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Status of Transfer Batch; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=UMZST, domain=ZUSTD"
field_alias,material.number,MATDOC.PALAN,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=PALAN; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=WMS Number of pallets; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=PALAN, domain=PALAN"
field_alias,warehouse_bin.id,MATDOC.DYPLA,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=DYPLA; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Indicator: dynamic storage bin; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=DYPLA, domain=XFELD"
field_alias,material.number,MATDOC.WEANZ,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=WEANZ; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Number of GR/GI Slips to Be Printed; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=WEANZ, domain=NUM3"
field_alias,material.number,MATDOC.PAOBJNR,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=PAOBJNR; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Profitability Segment Number (CO-PA); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=RKEOBJNR, domain=RKEOBJNR"
field_alias,material.number,MATDOC.AUFPS,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=AUFPS; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Order item number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=S/4HANA, data_element=CO_POSNR, domain=CO_POSNR"
field_alias,invoice.amount,MATDOC.VPRSV,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=VPRSV; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Price control indicator; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=VPRSV, domain=VPRSV"
field_alias,stock.quantity,MATDOC.ETANP_MARK,S/4HANA,SAP,"context_patch=true; system=SAP; object=MATDOC; field=ETANP_MARK; object_description=Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables; field_description=Adjust Open Quantity in Scheduling Agreement Item; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=S/4HANA, data_element=ETANP, domain=XFELD"
