qb_module,qb_table,qb_field,qb_description,qb_field_type,qb_data_type,qb_max_length,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
AR,Invoice,BillAddress_Addr3,Bill-to address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.55,address line 3:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,ShipAddress_Addr3,Ship-to address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.55,address line 3:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,SalesRepRef_FullName,Sales rep initials,VARCHAR,VARCHAR,5,,,,,,sales rep,0.55,sales rep:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,DiscountRate,Discount percent applied,PERCENT,"DECIMAL(8,4)",n/a,,,,,,discount percent,0.55,discount percent:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,CurrencyRef_FullName,Currency name,VARCHAR,VARCHAR,64,,,,,,currency description,0.90,currency description:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,InvoiceLine,Desc,Line item description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,InvoiceLine,Quantity,Quantity,QUAN,"DECIMAL(12,5)",n/a,,,bom.quantity,0.80,bom.quantity:0.80 | goods_receipt.quantity:0.80 | inventory_transaction.quantity:0.80,movement quantity,1.00,movement quantity:1.00 | quantity ordered:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,InvoiceLine,Rate,Unit selling price,AMOUNT,"DECIMAL(12,2)",n/a,,,exchange_rate.rate,0.80,exchange_rate.rate:0.80 | tax.rate:0.80 | invoice.amount:0.60,exchange rate,1.00,exchange rate:1.00 | hourly rate:1.00 | tax rate:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,SalesReceipt,PaymentMethodRef_FullName,Payment method name,VARCHAR,VARCHAR,31,,,payment.method_code,1.00,payment.method_code:1.00,payment.method_code,1.00,payment.method_code:1.00 | payment method:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,CreditMemo,TxnDate,Credit memo date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,CreditMemo,RefNumber,Credit memo number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,CreditMemo,DueDate,Due date,DATE,DATE,n/a,,,invoice.due_date,0.80,invoice.due_date:0.80,due date,1.00,due date:1.00 | due date activity:1.00 | fulfillment.due_date:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,CreditMemo,ShipDate,Ship date,DATE,DATE,n/a,,,shipment.planned_ship_date,1.00,shipment.planned_ship_date:1.00,shipment.planned_ship_date,1.00,shipment.planned_ship_date:1.00 | delivery date:0.90,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,Terms,Name,Terms name (e.g. Net 30),VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,Terms,StdDiscountPct,Early pay discount percent,PERCENT,"DECIMAL(8,4)",n/a,,,,,,discount percent,0.55,discount percent:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Estimate,TxnDate,Estimate date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Estimate,RefNumber,Estimate number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Estimate,DueDate,Estimate expiry / due date,DATE,DATE,n/a,,,invoice.due_date,0.80,invoice.due_date:0.80 | inventory_lot.expiration_date:0.50,due date,1.00,due date:1.00 | due date activity:1.00 | fulfillment.due_date:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Vendor,Name,Vendor display name,VARCHAR,VARCHAR,41,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Vendor,CompanyName,Vendor company name,VARCHAR,VARCHAR,41,,,account.name,0.80,account.name:0.80 | company.id:0.80 | company.name:0.60,company name,1.00,company name:1.00 | supplier name:0.55 | vendor name:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Vendor,Suffix,Name suffix,VARCHAR,VARCHAR,10,,,,,,suffix,1.00,suffix:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,VendorAddress_Addr3,Address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.90,address line 3:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,Phone,Primary phone,VARCHAR,VARCHAR,21,,,customer.phone,1.00,customer.phone:1.00 | contact.id:0.80 | contact.phone:0.60,customer.phone,1.00,customer.phone:1.00 | phone address:1.00 | phone number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Vendor,Fax,Fax number,VARCHAR,VARCHAR,21,,,,,,fax number,1.00,fax number:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,AccountNumber,Our account number with this vendor,VARCHAR,VARCHAR,99,,,bank_account.account_number,0.80,bank_account.account_number:0.80 | account.id:0.60 | supplier_bank_account.account_number:0.60,account number,1.00,account number:1.00 | bank account employee:0.55 | vendor number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Vendor,Notes,Free-text notes,VARCHAR,VARCHAR,4095,,,,,,notes comments,1.00,notes comments:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,OpenBalanceDate,Date of opening balance,DATE,DATE,n/a,,,,,,opening balance,0.55,opening balance:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Vendor,CurrencyRef_FullName,Currency name,VARCHAR,VARCHAR,64,,,,,,currency description,0.90,currency description:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,Bill,VendorAddress_Addr1,Vendor address line 1,VARCHAR,VARCHAR,41,,,address.line1,1.00,address.line1:1.00 | supplier.address:0.60 | supplier.street:0.50,address.line1,1.00,address.line1:1.00 | address line 1:0.55 | street address:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Bill,VendorAddress_Addr2,Vendor address line 2,VARCHAR,VARCHAR,41,,,address.line2,1.00,address.line2:1.00 | supplier.address:0.60,address.line2,1.00,address.line2:1.00 | address line 2:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,Bill,TxnDate,Bill date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,BillItemLine,Desc,Line description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,BillItemLine,Quantity,Quantity received/billed,QUAN,"DECIMAL(12,5)",n/a,,,bom.quantity,0.80,bom.quantity:0.80 | inventory_transaction.quantity:0.80 | manufacturing_order.quantity:0.80,movement quantity,1.00,movement quantity:1.00 | quantity ordered:1.00 | quantity received:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,BillPayment,RefNumber,Check number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,PurchaseOrder,VendorAddress_Addr1,Vendor address line 1,VARCHAR,VARCHAR,41,,,address.line1,1.00,address.line1:1.00 | supplier.address:0.60 | supplier.street:0.50,address.line1,1.00,address.line1:1.00 | address line 1:0.55 | street address:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,PurchaseOrder,DueDate,Expected delivery / due date,DATE,DATE,n/a,,,invoice.due_date,0.80,invoice.due_date:0.80,due date,1.00,due date:1.00 | due date activity:1.00 | fulfillment.due_date:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,PurchaseOrderLine,Desc,Line description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AP,PurchaseOrderLine,Quantity,Quantity ordered,QUAN,"DECIMAL(12,5)",n/a,,,bom.quantity,0.80,bom.quantity:0.80 | goods_receipt.quantity:0.80 | inventory_transaction.quantity:0.80,movement quantity,1.00,movement quantity:1.00 | quantity ordered:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AP,PurchaseOrderLine,Rate,Unit cost,AMOUNT,"DECIMAL(12,2)",n/a,,,exchange_rate.rate,0.80,exchange_rate.rate:0.80 | tax.rate:0.80 | material.base_price:0.70,exchange rate,1.00,exchange rate:1.00 | hourly rate:1.00 | tax rate:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
GL,Account,Name,Account short name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
GL,Account,Desc,Account description,VARCHAR,VARCHAR,200,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
GL,Account,Balance,Current balance (local currency),AMOUNT,"DECIMAL(12,2)",n/a,,,absence.balance,0.80,absence.balance:0.80 | accounting.local_currency_amount:0.60 | invoice.amount:0.60,balance,1.00,balance:1.00 | currency price:0.55 | document currency amount:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
GL,Account,CurrencyRef_FullName,Currency name,VARCHAR,VARCHAR,64,,,,,,currency description,0.90,currency description:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
GL,JournalEntryLine,Quantity,Quantity (informational),QUAN,"DECIMAL(12,5)",n/a,,,bom.quantity,0.80,bom.quantity:0.80 | goods_receipt.quantity:0.80 | inventory_transaction.quantity:0.80,movement quantity,1.00,movement quantity:1.00 | quantity ordered:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
GL,Class,Name,Class name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
GL,Deposit,TxnDate,Deposit date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,Item,Name,Item name / code,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
INV,Item,Type,"Item type (Inventory, Service, Assembly, etc.)",ENUM,VARCHAR,20,,,account.industry,0.80,account.industry:0.80 | account.type:0.80 | document.type:0.80,activity type,1.00,activity type:1.00 | address type:1.00 | business type:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
INV,Item,Desc,Sales description,VARCHAR,VARCHAR,4095,,,,,,material description,1.00,material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,Item,SalesPrice,Default selling price,AMOUNT,"DECIMAL(12,2)",n/a,,,price.unit,0.80,price.unit:0.80 | invoice.amount:0.60,sales price,1.00,sales price:1.00 | gross amount:0.55 | invoice amount:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
INV,Item,AverageCost,Weighted average cost per unit,AMOUNT,"DECIMAL(12,2)",n/a,,,material.base_price,0.80,material.base_price:0.80 | invoice.amount:0.60 | price.unit:0.60,moving average price,1.00,moving average price:1.00 | cost price:0.55 | gross amount:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
INV,InventoryAdjustment,TxnDate,Adjustment date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,PriceLevel,Name,Price level name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
INV,PriceLevel,PriceLevelFixedPct,Discount/markup percent (FixedPercentage type),PERCENT,"DECIMAL(8,4)",n/a,,,,,,discount percent,0.55,discount percent:0.55 | discount type:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,SalesOrder,TxnDate,SO date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
INV,SalesOrder,DueDate,Due / expected ship date,DATE,DATE,n/a,,,invoice.due_date,0.80,invoice.due_date:0.80,due date,1.00,due date:1.00 | due date activity:1.00 | fulfillment.due_date:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,Employee,Name,Employee display name,VARCHAR,VARCHAR,41,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,Employee,FirstName,First name,VARCHAR,VARCHAR,25,,,,,,first name,1.00,first name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,MiddleName,Middle name / initial,VARCHAR,VARCHAR,5,,,,,,middle name,1.00,middle name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,LastName,Last name,VARCHAR,VARCHAR,25,,,,,,last name,1.00,last name:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,Suffix,Name suffix,VARCHAR,VARCHAR,10,,,,,,suffix,1.00,suffix:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,Description,Employee description / role,VARCHAR,VARCHAR,4095,,,,,,description doc,1.00,description doc:1.00 | email body:1.00 | material description:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,Phone,Primary phone,VARCHAR,VARCHAR,21,,,customer.phone,1.00,customer.phone:1.00 | contact.id:0.80 | contact.phone:0.60,customer.phone,1.00,customer.phone:1.00 | phone address:1.00 | phone number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,Employee,Fax,Fax,VARCHAR,VARCHAR,21,,,,,,fax number,1.00,fax number:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Employee,Notes,Free-text notes,VARCHAR,VARCHAR,4095,,,,,,notes comments,1.00,notes comments:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Paycheck,TxnDate,Paycheck date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,Paycheck,RefNumber,Check number,VARCHAR,VARCHAR,11,,,,,,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,PaycheckLine,Rate,Pay rate (hourly or salary),AMOUNT,"DECIMAL(12,4)",n/a,,,exchange_rate.rate,0.80,exchange_rate.rate:0.80 | tax.rate:0.80 | compensation.base_salary:0.60,exchange rate,1.00,exchange rate:1.00 | hourly rate:1.00 | tax rate:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,PaycheckLine,Hours,Hours worked (hourly items),QUAN,"DECIMAL(12,4)",n/a,,,absence.hours,0.80,absence.hours:0.80 | timesheet.hours:0.60,absence hours,1.00,absence hours:1.00 | hours worked:1.00 | working hours:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,PayrollItem,Name,Payroll item name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
PAY,TimeTracking,TxnDate,Date of time entry,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
PAY,TimeTracking,Notes,Description of work performed,VARCHAR,VARCHAR,4095,,,,,,notes comments,1.00,notes comments:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
RPT,MemorizedTransaction,Name,Memorized transaction name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
RPT,SalesTaxCode,Name,"Tax code name (max 3 chars, e.g. Tax, Non)",VARCHAR,VARCHAR,3,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
RPT,PaymentMethod,Name,Payment method name,VARCHAR,VARCHAR,31,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
RPT,ShipMethod,Name,Shipping method name,VARCHAR,VARCHAR,15,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
RPT,Currency,Name,Currency full name,VARCHAR,VARCHAR,64,,,attachment.file_name,0.80,attachment.file_name:0.80 | campaign.name:0.80 | case.subject:0.80,campaign name,1.00,campaign name:1.00 | display name:1.00 | file name:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
RPT,Currency,CurrencyCode,"ISO 4217 code (USD, EUR, etc.)",CHAR,CHAR,3,,,accounting.document_currency_code,0.80,accounting.document_currency_code:0.80 | bank_account.currency_code:0.80 | currency.code:0.80,currency code,1.00,currency code:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
