qb_module,qb_table,qb_field,qb_description,qb_field_type,qb_data_type,qb_max_length,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
GL,Deposit,ExchangeRate,Exchange rate,DECIMAL,"DECIMAL(12,6)",n/a,exchange_rate.rate,exchange_rate.rate,exchange_rate.rate,1.00,exchange_rate.rate:1.00,exchange rate,1.00,exchange rate:1.00 | exchange_rate.rate:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,Item,FullName,Hierarchical name,VARCHAR,VARCHAR,159,contact.name,,contact.name,1.00,contact.name:1.00 | supplier.name:0.80,full name,1.00,full name:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,Item,IsActive,Active flag,BOOL,BOOL,n/a,account.status,account.status,account.status,1.00,account.status:1.00,account.status,1.00,account.status:1.00 | active flag:1.00 | is active:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,Item,ReorderPoint,Reorder trigger quantity,QUAN,"DECIMAL(12,5)",n/a,inventory_policy.reorder_point,,inventory_policy.reorder_point,1.00,inventory_policy.reorder_point:1.00,reorder point,1.00,reorder point:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,Item,QuantityOnHand,Current stock quantity,QUAN,"DECIMAL(12,5)",n/a,stock.quantity,,stock.quantity,1.00,stock.quantity:1.00,stock quantity,1.00,stock quantity:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,InventoryAdjustmentLine,ItemRef_FullName,Item name,VARCHAR,VARCHAR,159,,material.name,material.name,0.90,material.name:0.90 | product.name:0.90,product name,0.90,product name:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
INV,InventoryAdjustmentLine,SerialNumber,Serial number,VARCHAR,VARCHAR,4095,asset.serial_number,asset.serial_number,asset.serial_number,1.00,asset.serial_number:1.00,asset.serial_number,1.00,asset.serial_number:1.00 | serial number:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,InventoryAdjustmentLine,LotNumber,Lot number,VARCHAR,VARCHAR,40,batch.id,batch.id,batch.id,1.00,batch.id:1.00 | inventory_lot.id:0.80,batch.id,1.00,batch.id:1.00 | lot number:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,PriceLevel,IsActive,Active flag,BOOL,BOOL,n/a,account.status,account.status,account.status,1.00,account.status:1.00,account.status,1.00,account.status:1.00 | active flag:1.00 | is active:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,SalesOrder,CustomerRef_FullName,Customer name,VARCHAR,VARCHAR,209,,customer.name,customer.name,0.90,customer.name:0.90 | contact.name:0.70 | supplier.name:0.70,customer name,0.90,customer name:0.90 | username:0.55,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
INV,SalesOrder,RefNumber,SO number,VARCHAR,VARCHAR,11,,sales_order.id,sales_order.id,0.90,sales_order.id:0.90,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
INV,SalesOrder,PONumber,Customer PO number,VARCHAR,VARCHAR,25,purchase_order.id,,purchase_order.id,1.00,purchase_order.id:1.00 | customer.id:0.60,purchase order number,1.00,purchase order number:1.00 | customer number:0.55,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
INV,SalesOrder,ShipDate,Scheduled ship date,DATE,DATE,n/a,,shipment.planned_ship_date,shipment.planned_ship_date,1.00,shipment.planned_ship_date:1.00,shipment.planned_ship_date,1.00,shipment.planned_ship_date:1.00 | delivery date:0.55,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,IsActive,Active flag,BOOL,BOOL,n/a,account.status,account.status,account.status,1.00,account.status:1.00,account.status,1.00,account.status:1.00 | active flag:1.00 | is active:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,Salutation,Salutation,VARCHAR,VARCHAR,15,party.salutation,party.salutation,party.salutation,1.00,party.salutation:1.00 | case.subject:0.80,title salutation,1.00,title salutation:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,JobTitle,Job title,VARCHAR,VARCHAR,41,employee.position,job.title,employee.position,1.00,employee.position:1.00 | job.title:1.00 | case.subject:0.80,job position,1.00,job position:1.00 | job title:1.00 | job.title:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,Department,Department name,VARCHAR,VARCHAR,31,,department.name,employee.department,1.00,employee.department:1.00 | department.name:0.90 | department.id:0.80,department,1.00,department:1.00 | employee.department:1.00,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,EmployeeAddress_City,City,VARCHAR,VARCHAR,31,,supplier.address,address.city,1.00,address.city:1.00 | supplier.address:0.90 | supplier.city:0.70,address.city,1.00,address.city:1.00 | city:0.90 | vendor city:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,EmployeeAddress_State,State,VARCHAR,VARCHAR,21,,supplier.region_code,supplier.region_code,0.90,supplier.region_code:0.90 | account.status:0.70 | approval.status:0.70,account status,0.90,account status:0.90 | approval status:0.90 | document status:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,EmployeeAddress_PostalCode,Postal code,VARCHAR,VARCHAR,13,,address.postal_code,address.postal_code,1.00,address.postal_code:1.00 | supplier.address:0.90 | supplier.postal_code:0.60,address.postal_code,1.00,address.postal_code:1.00 | postal code:0.90 | vendor postal code:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,EmployeeAddress_Country,Country,VARCHAR,VARCHAR,31,,supplier.address,address.country,1.00,address.country:1.00 | supplier.address:0.90 | supplier.country_code:0.90,address.country,1.00,address.country:1.00 | country:0.90 | vendor country:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,Mobile,Mobile phone,VARCHAR,VARCHAR,21,,employee.phone,employee.phone,0.90,employee.phone:0.90 | contact.phone:0.60,mobile phone,1.00,mobile phone:1.00,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,Email,Email address,VARCHAR,VARCHAR,1023,,contact.email,contact.email,0.90,contact.email:0.90 | supplier.commercial_contact_email:0.80,contact.email,1.00,contact.email:1.00 | customer.email:1.00 | email:1.00,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,SSN,Social security number (encrypted),VARCHAR,VARCHAR,11,employee.national_id,,employee.national_id,1.00,employee.national_id:1.00,employee.national_id,1.00,employee.national_id:1.00 | national id number:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,Gender,Gender (M/F),ENUM,VARCHAR,1,employee.gender,,employee.gender,1.00,employee.gender:1.00,employee.gender,1.00,employee.gender:1.00 | gender:1.00,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,BirthDate,Date of birth,DATE,DATE,n/a,,employee.birth_date,employee.birth_date,1.00,employee.birth_date:1.00,date of birth,1.00,date of birth:1.00 | employee.birth_date:1.00,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Employee,HireDate,Employment start date,DATE,DATE,n/a,employee.hire_date,employee.hire_date,employee.hire_date,1.00,employee.hire_date:1.00 | validity.start_date:0.60 | absence.start_date:0.50,employee.hire_date,1.00,employee.hire_date:1.00 | hire date:1.00 | absence start date:0.55,direct_alias_match,Already maps directly to an existing canonical concept via QuickBooks field alias.
PAY,Employee,ReleasedDate,Termination date,DATE,DATE,n/a,,employee.termination_date,employee.termination_date,1.00,employee.termination_date:1.00 | employee.hire_date:0.70 | validity.start_date:0.70,employee.termination_date,1.00,employee.termination_date:1.00 | termination date:0.90,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Paycheck,EmployeeRef_FullName,Employee name,VARCHAR,VARCHAR,41,,employee.name,employee.name,0.90,employee.name:0.90,,,,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Paycheck,WagePeriodStart,Pay period start date,DATE,DATE,n/a,,payroll.period_start_date,payroll.period_start_date,1.00,payroll.period_start_date:1.00 | validity.start_date:0.60 | absence.start_date:0.50,payroll.period_start_date,1.00,payroll.period_start_date:1.00 | absence start date:0.55 | address valid from:0.55,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
PAY,Paycheck,WagePeriodEnd,Pay period end date,DATE,DATE,n/a,,payroll.period_end_date,payroll.period_end_date,1.00,payroll.period_end_date:1.00 | absence.end_date:0.50 | employee.hire_date:0.50,payroll.period_end_date,1.00,payroll.period_end_date:1.00 | absence end date:0.55 | address valid to:0.55,description_alias_match,Maps to an existing canonical concept through the QuickBooks field description.
