qb_module,qb_table,qb_field,qb_description,qb_field_type,qb_data_type,qb_max_length,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
AR,Customer,ResaleNumber,Resale / tax exemption certificate number,VARCHAR,VARCHAR,15,,,certificate.id,0.60,certificate.id:0.60 | tax.id:0.50,tax id number,0.55,tax id number:0.55 | tax number pib:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,AccountNumber,Customer account number (user-defined),VARCHAR,VARCHAR,99,,,bank_account.account_number,0.80,bank_account.account_number:0.80 | account.id:0.60 | customer.id:0.60,account number,1.00,account number:1.00 | bank account employee:0.55 | customer number:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
AR,Customer,PreferredPaymentMethodRef_ListID,FK → PaymentMethod.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,PreferredPaymentMethodRef_FullName,Payment method name,VARCHAR,VARCHAR,31,,,payment.method_code,0.60,payment.method_code:0.60,payment method,0.55,payment method:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,CreditCardNumber,Stored credit card number (masked),VARCHAR,VARCHAR,25,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CreditCardExpMonth,Credit card expiry month,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CreditCardExpYear,Credit card expiry year,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CreditCardAddress,Billing address on card,VARCHAR,VARCHAR,41,,,address.line1,0.50,address.line1:0.50,billing address,0.55,billing address:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,CreditCardPostalCode,Postal code on card,VARCHAR,VARCHAR,13,,,address.postal_code,0.60,address.postal_code:0.60 | supplier.address:0.60 | supplier.postal_code:0.60,postal code,0.55,postal code:0.55 | vendor postal code:0.55 | zip postal code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,CreditCardNameOnCard,Name on credit card,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,DeliveryMethod,Preferred delivery (None/Email/Fax/Mail),ENUM,VARCHAR,8,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,PriceLevelRef_ListID,FK → PriceLevel.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,PriceLevelRef_FullName,Price level name,VARCHAR,VARCHAR,31,,,invoice.amount,0.60,invoice.amount:0.60,gross amount,0.55,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,ExternalGUID,External system GUID (for sync),GUID,GUID,36,,,system.guid,0.60,system.guid:0.60,,,,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,CurrencyRef_ListID,FK → Currency.ListID (multicurrency),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CurrencyRef_FullName,Currency name / code,VARCHAR,VARCHAR,64,,,currency.code,0.60,currency.code:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency code,0.55,currency code:0.55 | currency description:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,IsStatementWithParent,Roll up to parent statement flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,DeliveryMethod,Invoice delivery preference,ENUM,VARCHAR,8,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,TaxRegistrationNumber,VAT / GST registration number,VARCHAR,VARCHAR,30,,,tax.id,0.60,tax.id:0.60 | company.id:0.50 | customer.tax_registration_id:0.50,tax id number,1.00,tax id number:1.00 | registration number:0.55 | vat number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Customer,CustomField1,User-defined custom field 1,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CustomField2,User-defined custom field 2,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,CustomField3,User-defined custom field 3,VARCHAR,VARCHAR,1024,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Customer,Notes,Free-text notes on customer,VARCHAR,VARCHAR,4095,,,,,,notes comments,1.00,notes comments:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,TxnID,Unique QB GUID for the transaction,GUID,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TimeCreated,Timestamp when created,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TimeModified,Last modification timestamp,DATETIME,DATETIME,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,EditSequence,Optimistic lock version token,VARCHAR,VARCHAR,16,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TxnNumber,Auto-increment transaction number,INT,INT,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,CustomerRef_ListID,FK → Customer.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,CustomerRef_FullName,Customer full name,VARCHAR,VARCHAR,209,,,contact.name,0.60,contact.name:0.60 | customer.name:0.60 | account.name:0.50,customer name,0.55,customer name:0.55 | full name:0.55 | username:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ClassRef_ListID,FK → Class.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ClassRef_FullName,Class full name,VARCHAR,VARCHAR,159,,,contact.name,0.60,contact.name:0.60 | supplier.name:0.50,full name,0.55,full name:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ARAccountRef_ListID,FK → Account.ListID (AR account),FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ARAccountRef_FullName,AR account name,VARCHAR,VARCHAR,159,,,account.name,0.60,account.name:0.60 | company.id:0.50 | company.name:0.50,company name,0.55,company name:0.55 | gl account description:0.55 | username:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,TemplateRef_ListID,FK → Template.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TemplateRef_FullName,Template name,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TxnDate,Invoice date,DATE,DATE,n/a,,,,,,accounting.posting_date,1.00,accounting.posting_date:1.00 | inventory_transaction.date:1.00 | invoice.posting_date:1.00,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,RefNumber,Invoice number (user-visible),VARCHAR,VARCHAR,11,,,customer.id,0.60,customer.id:0.60 | invoice.number:0.60 | journal_entry.reference:0.50,goods_receipt.id,1.00,goods_receipt.id:1.00 | purchase_order.id:1.00 | sales_order.id:1.00,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,BillAddress_Addr1,Invoice bill-to address line 1,VARCHAR,VARCHAR,41,,,address.line1,0.60,address.line1:0.60 | supplier.address:0.50 | supplier.street:0.50,address line 1,0.55,address line 1:0.55 | billing address:0.55 | street address:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,BillAddress_Addr2,Bill-to address line 2,VARCHAR,VARCHAR,41,,,address.line2,0.60,address.line2:0.60,address line 2,0.55,address line 2:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,BillAddress_Addr3,Bill-to address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.55,address line 3:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,BillAddress_Addr4,Bill-to address line 4,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,BillAddress_Addr5,Bill-to address line 5,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,BillAddress_City,Bill-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,BillAddress_State,Bill-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,BillAddress_PostalCode,Bill-to postal code,VARCHAR,VARCHAR,13,,,address.postal_code,0.60,address.postal_code:0.60 | supplier.address:0.60 | supplier.postal_code:0.60,postal code,0.55,postal code:0.55 | vendor postal code:0.55 | zip postal code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,BillAddress_Country,Bill-to country,VARCHAR,VARCHAR,31,,,address.country,0.60,address.country:0.60,address.country,0.55,address.country:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ShipAddress_Addr1,Ship-to address line 1,VARCHAR,VARCHAR,41,,,address.line1,0.60,address.line1:0.60 | supplier.address:0.50 | supplier.street:0.50,address line 1,0.55,address line 1:0.55 | street address:0.55 | vendor street:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ShipAddress_Addr2,Ship-to address line 2,VARCHAR,VARCHAR,41,,,address.line2,0.60,address.line2:0.60,address line 2,0.55,address line 2:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ShipAddress_Addr3,Ship-to address line 3,VARCHAR,VARCHAR,41,,,,,,address line 3,0.55,address line 3:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,ShipAddress_Addr4,Ship-to address line 4,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ShipAddress_Addr5,Ship-to address line 5,VARCHAR,VARCHAR,41,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ShipAddress_City,Ship-to city,VARCHAR,VARCHAR,31,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ShipAddress_State,Ship-to state,VARCHAR,VARCHAR,21,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,ShipAddress_PostalCode,Ship-to postal code,VARCHAR,VARCHAR,13,,,address.postal_code,0.60,address.postal_code:0.60 | supplier.address:0.60 | supplier.postal_code:0.60,postal code,0.55,postal code:0.55 | vendor postal code:0.55 | zip postal code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,ShipAddress_Country,Ship-to country,VARCHAR,VARCHAR,31,,,address.country,0.60,address.country:0.60,address.country,0.55,address.country:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,IsPending,Draft / pending status,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,IsFinanceCharge,Finance charge invoice flag,BOOL,BOOL,n/a,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TermsRef_ListID,FK → Terms.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,TermsRef_FullName,Payment terms name,VARCHAR,VARCHAR,31,,,payment_term.id,0.60,payment_term.id:0.60 | supplier.payment_terms_id:0.60 | vendor.payment_terms_id:0.50,payment terms,0.55,payment terms:0.55 | vendor payment terms:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
AR,Invoice,SalesRepRef_ListID,FK → SalesRep.ListID,FK,GUID,36,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
AR,Invoice,SalesRepRef_FullName,Sales rep initials,VARCHAR,VARCHAR,5,,,,,,sales rep,0.55,sales rep:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
AR,Invoice,FOB,Freight on board point,VARCHAR,VARCHAR,13,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for QuickBooks ingest enrichment or canonical gap review.
