wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Instant_Messenger_DataType,Usage_Data,Communication_Method_Usage_DataType,,unmapped,,,,,,
Instant_Messenger_Type_ReferenceType,Instant_Messenger_Provider,string,Unique attribute name/description identifying a valid instance of Instant Messenger Type.,unmapped,,,,,,
Web_Address_DataType,Web_Address,string,Web address (Example: URL).,knowledge_only,,,,,url,0.550
Web_Address_DataType,Web_Address_Comment,string,Comment,unmapped,,,,,,
Web_Address_DataType,Usage_Data,Communication_Method_Usage_DataType,,unmapped,,,,,,
Biographic_DataType,Gender_Reference,Gender_ReferenceType,Unique attribute name and description that identifies a valid instance of gender.,weak_canonical_candidate,,,system.guid,0.500,guid,0.550
Biographic_DataType,Disability_Reference,Disability_ReferenceType,,unmapped,,,,,,
Biographic_DataType,Uses_Tobacco,boolean,Specifies whether employee uses tobacco.,unmapped,,,,,,
Demographic_DataType,Marital_Status_Reference,Marital_Status_ReferenceType,,weak_canonical_candidate,,,employee.marital_status,0.600,marital status,0.550
Demographic_DataType,Citizenship_Status_Reference,Citizenship_Status_ReferenceType,,unmapped,,,,,,
Demographic_DataType,Personnel_File_Agency,string,Personnel File Agency is used in China to indicate where workers have their personnel file stored.,unmapped,,,,,,
Demographic_DataType,Military_Service_Data,Military_Service_DataType,,unmapped,,,,,,
Employee_Type_ReferenceType,Employee_Type_Description,string,Text attribute representing Description of an Employee Type.,weak_canonical_candidate,,,employee.employee_type,0.600,,
External_Contact_DataType,External_Contact_Type,string,Text attribute identifying name of External Contact Type.,weak_canonical_candidate,,,contact.name,0.600,employee.phone,0.550
Contingent_Worker_Contract_Info_GetType,Contingent_Worker_Reference,Contingent_Worker_Reference_DataType,,weak_canonical_candidate,,,contract.id,0.600,contract number,0.550
Visa_Identifier_DataType,Visa_ID,string,Text attribute identifying Visa ID.,unmapped,,,,,,
Visa_Identifier_DataType,Visa_Type_Reference,Visa_Type_ReferenceType,,weak_canonical_candidate,,,activity id,0.500,employee.national_id,0.550
Custom_Identifier_DataType,Custom_ID,string,Text attribute identifying Custom ID.,unmapped,,,,,,
Custom_Identifier_DataType,Custom_ID_Type_Reference,Custom_ID_Type_ReferenceType,,weak_canonical_candidate,,,activity id,0.500,employee.national_id,0.550
Custom_Identifier_DataType,Organization_Reference,Organization_ReferenceType,,weak_canonical_candidate,,,company.id,0.600,company id,0.550
Custom_Identifier_DataType,Custom_Description,string,Custom Description of the Custom ID.,unmapped,,,,,,
Government_Identifier_DataType,Government_ID,string,Text attribute identifying Government ID.,strong_canonical_candidate,,,employee.national_id,0.800,national id number,1.000
Government_Identifier_DataType,Government_ID_Type_Reference,Government_ID_Type_ReferenceType,,weak_canonical_candidate,,,activity id,0.500,employee.national_id,0.550
License_Identifier_DataType,License_ID,string,Text attribute identifying License ID.,unmapped,,,,,,
License_Identifier_DataType,License_Type_Reference,License_Type_ReferenceType,,weak_canonical_candidate,,,activity id,0.500,employee.national_id,0.550
License_Identifier_DataType,License_Class,string,Text attribute identifying License Class.,unmapped,,,,,,
Passport_Identifier_DataType,Passport_Type_Reference,Passport_Type_ReferenceType,,weak_canonical_candidate,,,activity id,0.500,employee.national_id,0.550
Organization_Visibility_Reference_DataType,Organization_Visibility_Name,string,Unique attribute name/description identifying a valid instance of Organization Visibility.,weak_canonical_candidate,,,account.name,0.600,company id,0.550
Organization_Subtype_Reference_DataType,Organization_Subtype_Name,string,Unique attribute name/description identifying a valid instance of Organization Subtype.,weak_canonical_candidate,,,account.name,0.600,company id,0.550
Employee_ReferenceType,Integration_ID_Reference,External_Integration_ID_Reference_DataType,,weak_canonical_candidate,,,contact.id,0.500,employee id,0.550
Compensation_Element_ReferenceType,Compensation_Element_Name,string,Unique attribute name/description identifying a valid instance of Compensation Element.,unmapped,,,,,,
System_User_DataType,User_Name,string,The user name the new user will use to sign on to Workday.,strong_canonical_candidate,,,account.name,0.800,customer name,0.550
System_User_DataType,Session_Timeout_Minutes,,The number of minutes the user may be idle before the system requires them to re-enter their user name and password.,weak_canonical_candidate,,,account.name,0.500,customer name,0.550
System_User_DataType,Account_Disabled,boolean,The user is prevented from signing on to the system.,unmapped,,,,,,
System_User_DataType,Account_Expiration_Date,dateTime,The user will be prevented from signing on to the system after this date (Pacific Time).,weak_canonical_candidate,,,activity id,0.500,address valid from,0.550
System_User_DataType,Account_Locked,boolean,The user is prevented from signing on to the system until their account is unlocked.,knowledge_only,,,,,lock date,0.550
System_User_DataType,Required_New_Password_At_Next_Login,boolean,The user will be required to change their password upon initial sign on.,unmapped,,,,,,
System_User_DataType,Show_User_Name_in_Browser_Window,boolean,The web browser title will include the user name in parenthesis.,weak_canonical_candidate,,,account.name,0.500,customer name,0.550
System_User_DataType,Display_XML_Icon_on_Reports,boolean,The user will be presented with an icon to view reports as an RSS feed.,knowledge_only,,,,,manager reports to,0.550
System_User_DataType,Enable_Workbox,boolean,The user will have the Workbox tab available in the right-side slide-out.,unmapped,,,,,,
System_User_DataType,User_Language_Reference,User_LanguageObjectType,"If set, specifies language for user. If not set, language specification taken from Locale_Reference parameter.",weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,Preferred_Search_Scope_Reference,Unique_IdentifierObjectType,"If set, specifies the initial search category displayed to the user.",weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,Delegated_Authentication_Integration_System_Reference,Integration_System__Audited_ObjectType,The user will be authenticated via an external system.,weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,Delegated_Authentication_Configuration_Reference,Unique_IdentifierObjectType,The user will be authenticated using the delauth configuration.,weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,Allow_Mixed-Language_Transactions,boolean,The user is allowed to view mixed language transactions.,weak_canonical_candidate,,,customer.language_code,0.600,,
System_User_DataType,Notification_Sub_Type_Configurations,Notification_Sub_Category_Configurations_for_UsersType,Notification Type Configurations for a particular user,weak_canonical_candidate,,,account.type,0.600,customer type,0.550
System_User_DataType,Password,string,The initial password the user will sign on with.,knowledge_only,,,,,password,1.000
System_User_DataType,Generate_Random_Password,boolean,The system should generate a random password for the user.,unmapped,,,,,,
System_User_DataType,Exempt_from_Delegated_Authentication,boolean,"True when the user is exempt from Delegated Authentication, False otherwise. Set this element to true if you want the user to be exempt from delegated authentication.",unmapped,,,,,,
System_User_DataType,Passcode_Exempt,boolean,"True when the user is exempt from One-Time Passcode Authentication, False otherwise. Set this element to true if you want the user to be exempt from one-time passcode authentication.",unmapped,,,,,,
System_User_DataType,Passcode_Grace_Period_Enabled,boolean,"True when the user's One-Time Passcode grace period is enabled, False otherwise. Set this element to false if you want the user's one-time passcode grace period to be disabled.",weak_canonical_candidate,,,account.status,0.500,active flag,0.550
System_User_DataType,Passcode_Grace_Period_Login_Remaining_Count,,The remaining number of times the user can login without providing a one-time passcode. This cannot be higher than the configured tenant maximum grace period login count.,weak_canonical_candidate,,,customer.id,0.600,customer number,0.550
System_User_DataType,OpenID_Identifier,string,This field is used for OpenID based authentication and contains the email address associated with the OpenID account. This value needs to be provided to enable OpenID authentication for this user.,weak_canonical_candidate,,,account.id,0.600,account owner,0.550
System_User_DataType,OpenID_Internal_Identifier,string,This field is used for OpenID based authentication and contains the OpenID GUID. It will be unpopulated until the user completes an initial successful OpenID authentication attempt.,weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,OpenID_Connect_Internal_Identifier,string,This field is used for OpenID Connect based authentication and contains the OpenID Connect subject. It will be unpopulated until the user completes an initial successful OpenID Connect authentication attempt.,weak_canonical_candidate,,,account.id,0.500,account owner,0.550
System_User_DataType,Simplified_View,boolean,To enable user preferences that simplify the overall user experience.,unmapped,,,,,,
Emergency_Contact_Data_WWSType,Language_Reference,Language_ReferenceType,,weak_canonical_candidate,,,contact.id,0.600,contact id,0.550
Emergency_Contact_Data_WWSType,Emergency_Contact_Priority_Reference,Emergency_Contact_Priority_ReferenceType,,weak_canonical_candidate,,,contact.id,0.600,contact id,0.550
Dependent_Data_WWSType,Dependent_Educational_Institution,string,Text attribute identifying name of Dependent's Educational Institution.,unmapped,,,,,,
Dependent_Data_WWSType,Full-time_Student,boolean,Boolean attribute identifying whether Dependent is a Full-time Student.,unmapped,,,,,,
Dependent_Data_WWSType,Student_Status_Start_Date,date,The date the dependent became a full-time student.,weak_canonical_candidate,,,absence.start_date,0.500,absence start date,0.550
Dependent_Data_WWSType,Student_Status_End_Date,date,The date the dependent's student status ended (no longer a full-time student),weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
Dependent_Data_WWSType,Dependent_Date_of_Death,date,Date of Death of dependent.,knowledge_only,,,,,time entry date,0.900
Dependent_Data_WWSType,Disabled,boolean,Boolean attribute identifying whether Dependent is Disabled.,unmapped,,,,,,
Dependent_Data_WWSType,Court_Order_Replacement_Data,Qualified_Domestic_Relations_Order_Replacement_DataType,,unmapped,,,,,,
Beneficiary_Data_WWSType,Court_Order_Replacement_Data,Qualified_Domestic_Relations_Order_Replacement_DataType,Beneficiary Court Orders,unmapped,,,,,,
Time_Profile_Reference_DataType,Time_Profile_Description,string,The time profile associated with the location. This ties to the time profile description that has been set up.,weak_canonical_candidate,,,address.city,0.500,address.country,0.550
Compensation_Grade_ReferenceType,Compensation_Grade_Name,string,Unique attribute name/description identifying a valid instance of Compensation Grade.,weak_canonical_candidate,,,compensation.grade,0.600,compensation.grade,0.550
Compensation_Package_ReferenceType,Compensation_Package_Name,string,Unique attribute name/description identifying a valid instance of Compensation Package.,unmapped,,,,,,
Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,Compensation_Element_Reference,Compensation_Element_ReferenceType,,weak_canonical_candidate,,,compensation.plan,0.600,employee id,0.550
Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,Compensation_Element_Amount,,Amount of Compensation Element.,weak_canonical_candidate,,,compensation.plan,0.600,gross amount,0.550
Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,Expected_End_Date,date,The expected end date of the plan assignment.,weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.,weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
Frequency_Reference_DataType,Frequency_Name,string,Unique attribute name/description identifying a valid instance of Frequency.,weak_canonical_candidate,,,compensation.base_salary,0.600,compensation.base_salary,0.550
Position_ReferenceType,Integration_ID_Reference,External_Integration_ID_Reference_DataType,,weak_canonical_candidate,,,address.country,0.500,employee.position,0.550
Related_Person_Descriptor_DataType,Related_Person_Relationship_Name,string,Text attribute identifying name of Relationship.,weak_canonical_candidate,,,contact.name,0.600,,
Pay_Rate_Type_ReferenceType,Pay_Type_Name,string,Unique attribute name/description identifying a valid instance of Pay Rate Type.,weak_canonical_candidate,,,compensation.base_salary,0.600,compensation.base_salary,0.550
Contingent_Worker_Reference_DataType,Integration_ID_Reference,External_Integration_ID_Reference_DataType,,weak_canonical_candidate,,,employee.id,0.600,employee.id,0.550
Related_Person_DataType,Related_Person_Descriptor_Data,Related_Person_Descriptor_DataType,,unmapped,,,,,,
Related_Person_DataType,Person_Data,Person_DataType,,unmapped,,,,,,
Related_Person_DataType,External_Contact_Data,External_Contact_DataType,,weak_canonical_candidate,,,contact.phone,0.600,employee.phone,0.550
Related_Person_DataType,Emergency_Contact_Data,Emergency_Contact_Data_WWSType,,weak_canonical_candidate,,,contact.phone,0.600,emergency contact name,0.550
Related_Person_DataType,Beneficiary_Data,Beneficiary_Data_WWSType,,unmapped,,,,,,
Related_Person_DataType,Dependent_Data,Dependent_Data_WWSType,,unmapped,,,,,,
Worker_Profile_DataType,Worker_Status_Data,Worker_Status_DataType,,weak_canonical_candidate,,,employee.employment_status,0.600,,
Worker_Profile_DataType,Worker_Personal_Data,Worker_Personal_DataType,,unmapped,,,,,,
Worker_Profile_DataType,Worker_Position_Data,Worker_Position_DataType,,weak_canonical_candidate,,,address.country,0.500,employee.position,0.550
Education_History_DataType,School_Reference,SchoolObjectType,The School in which studies took place.,weak_canonical_candidate,,,employee.skill,0.500,education level,0.550
Education_History_DataType,Education_Institution,string,Text attribute identifying name of Education Institution.,unmapped,,,,,,
Education_History_DataType,Educational_Institution_Type_Reference,School_Type_ReferenceType,The type of school.,weak_canonical_candidate,,,activity id,0.500,address.country,0.550
Education_History_DataType,Degree_Reference,Degree_ReferenceType,The degree program in which studies took place.,weak_canonical_candidate,,,employee.skill,0.500,education level,0.550
Education_History_DataType,Degree_Completed_Reference,Degree_CompletedObjectType,"Indicates whether the degree was received. Possible values are 'Yes', 'No', and blank.",weak_canonical_candidate,,,employee.skill,0.500,education level,0.550
Education_History_DataType,Field_Of_Study_Reference,Field_Of_Study_ReferenceType,Lookup representing a Field of Study.,weak_canonical_candidate,,,employee.skill,0.500,education field,0.550
Education_History_DataType,Education_Institution_Location,string,Text attribute identifying Education Institution Location.,unmapped,,,,,,
Education_History_DataType,Education_Grade_Average,string,Text attribute identifying Grade Average.,unmapped,,,,,,
Education_History_DataType,First_Year_Attended,date,The first year in which studies took place at the school.,knowledge_only,,,,,time entry date,0.900
Education_History_DataType,Last_Year_Attended,date,The last year in which studies took place at the school.,knowledge_only,,,,,time entry date,0.900
Degree_ReferenceType,Degree_Name,string,Unique attribute name/description identifying a valid instance of Degree.,unmapped,,,,,,
Field_Of_Study_ReferenceType,Field_Of_Study_Name,string,Unique attribute name/description identifying a valid instance of Field Of Study.,knowledge_only,,,,,education field,0.550
Qualification_DataType,Education_Data,Education_History_DataType,Encapsulating element containing all Education data.,unmapped,,,,,,
Qualification_DataType,Professional_Experience_Data,Professional_Experience_DataType,,unmapped,,,,,,
Professional_Experience_DataType,Professional_Experience,string,Text attribute identifying description of Professional Experience.,unmapped,,,,,,
Professional_Experience_DataType,Professional_Experience_Rating_Reference,Professional_Experience_Rating_ReferenceType,,unmapped,,,,,,
Professional_Experience_DataType,Professional_Experience_Comment,string,Comment,unmapped,,,,,,
Professional_Experience_Rating_ReferenceType,Rating_Description,string,Unique attribute name/description identifying a valid instance of Work Experience Rating.,unmapped,,,,,,
Previous_System_Job_HistoryType,Previous_System_Job_History,Previous_System_Job_History_DataType,,unmapped,,,,,,
Previous_System_Job_History_Detail_DataType,Worker_History_Name,string,"Name to identify the Previous System Job History. This does not have to be unique. During an update, if no value is sent then the existing value will be kept. Required on an Add.",weak_canonical_candidate,,,employee.name,0.600,gross amount,0.550
Previous_System_Job_History_Detail_DataType,Action_Date,date,"Date of the Previous System Job entry. During an update, if no value is sent, then the existing date will be kept. Required on an Add.",weak_canonical_candidate,,,invoice.amount,0.600,gross amount,0.550
Previous_System_Job_History_Detail_DataType,Reason,string,"Reason for the Previous System Job Entry. During an update, if no value is sent then the existing value will be kept. Required on an Add.",weak_canonical_candidate,,,invoice.amount,0.600,gross amount,0.550
Contact_DataType,Internet_Email_Address_Data,Internet_Email_Address_DataType,,weak_canonical_candidate,,,contact.email,0.600,email,0.550
Contact_DataType,Phone_Number_Data,Phone_Number_DataType,,weak_canonical_candidate,,,contact.id,0.600,employee.phone,0.550
Contact_DataType,Address_Data,Address_DataType,,weak_canonical_candidate,,,contact.phone,0.600,employee.phone,0.550
Contact_DataType,Web_Address_Data,Web_Address_DataType,,weak_canonical_candidate,,,contact.phone,0.600,employee.phone,0.550
Contact_DataType,Instant_Messenger_Data,Instant_Messenger_DataType,,weak_canonical_candidate,,,contact.phone,0.600,employee.phone,0.550
Container_Organization_Reference_DataType,Organization_Reference,Organization_ReferenceType,,weak_canonical_candidate,,,company.id,0.600,company id,0.550
Organization_Structure_DissolveType,Organization_Reference_Data,Organization_ReferenceType,,weak_canonical_candidate,,,company.id,0.600,company id,0.550
Organization_Structure_DissolveType,Organization_Structure_Dissolve_Data,Organization_Structure_Dissolve_DataType,,unmapped,,,,,,
Organization_FindType,As_Of_Date,date,"Defines the As Of Date to be used for any application effective dated data within the Workday system. For ""Find"" operations, the ""As Of Date"" determines what data to be used within the search logic. For ""Get"" operations, the response element will only include data that is the most effective as of the ""As Of Date"".",weak_canonical_candidate,,,address.country,0.500,address valid to,0.550
Organization_FindType,Location_Reference_Data,Business_Site_Reference_DataType,"If specified, this search criterium will return those references with an exact match. The search index used to query on this value is not case-sensitive.",weak_canonical_candidate,,,address.city,0.500,address.country,0.550
Organization_FindType,Employee_Reference_Data,Employee_ReferenceType,"If specified, this search criterium will return those references with an exact match. The search index used to query on this value is not case-sensitive.",weak_canonical_candidate,,,case.id,0.600,company id,0.550
Organization_FindType,Contingent_Worker_Reference_Data,Contingent_Worker_Reference_DataType,"If specified, this search criterium will return those references with an exact match. The search index used to query on this value is not case-sensitive.",weak_canonical_candidate,,,case.id,0.600,company id,0.550
Organization_GetType,Organization_Reference,Organization_ReferenceType,,weak_canonical_candidate,,,company.id,0.600,company id,0.550
Enrollment_Period_DataType,Benefit_Program_Name,string,A reference to the benefit program.,weak_canonical_candidate,,,fiscal_period.id,0.500,fiscal period,0.550
Enrollment_Period_DataType,Plan_Year,date,The year of the plan year definition.,knowledge_only,,,,,time entry date,0.900
Enrollment_Period_DataType,Begin_Date,date,The start date of the plan year.,weak_canonical_candidate,,,absence.start_date,0.500,absence start date,0.550
Name_DataType,Additional_Name_Type,string,Defining the type of name. Typical uses include using to capture Preferred or Maiden names.,weak_canonical_candidate,,,contact.name,0.500,employee.name,0.550
Name_DataType,Prefix,Prefix_Name_DataType,,strong_canonical_candidate,,,case.subject,0.800,title salutation,1.000
Name_DataType,Local_Name_Data,Local_Name_DataType,,unmapped,,,,,,
Name_DataType,Suffix,Suffix_Name_DataType,,knowledge_only,,,,,suffix,1.000
Leave_of_Absence_Type_ReferenceType,Leave_Type_Name,string,Unique attribute name/description identifying a valid instance of Leave of Absence Type.,weak_canonical_candidate,,,absence.type,0.600,absence type,0.550
Employee_Personal_Info_UpdateType,Employee_Reference,Employee_ReferenceType,,weak_canonical_candidate,,,contact.id,0.500,employee id,0.550
Employee_Personal_Info_UpdateType,Employee_Personal_Info_Data,Worker_Personal_Info_DataType,,unmapped,,,,,,
Employee_Compensation_Salary_Plan_Assignment_DataType,Salary_Plan_Name,string,Text attribute identifying name of Salary Plan.,weak_canonical_candidate,,,compensation.plan,0.600,,
Employee_Compensation_Salary_Plan_Assignment_DataType,Compensation_Element_Values_for_Base_Pay_Data,Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,,weak_canonical_candidate,,,compensation.base_salary,0.600,base salary,0.550
Employee_Compensation_Hourly_Plan_Assignment_DataType,Hourly_Plan_Name,string,Text attribute identifying name of Hourly Plan.,weak_canonical_candidate,,,compensation.plan,0.600,,
Employee_Compensation_Hourly_Plan_Assignment_DataType,Compensation_Element_Values_for_Base_Pay_Data,Employee_Compensation_Salary_Plan_Assignment_Detail_DataType,,weak_canonical_candidate,,,compensation.base_salary,0.600,base salary,0.550
Employee_Compensation_Allowance_Plan_Assignment_DataType,Allowance_Plan_Name,string,Text attribute identifying name of Allowance Plan.,weak_canonical_candidate,,,compensation.plan,0.600,,
Employee_Compensation_Allowance_Plan_Assignment_DataType,Compensation_Element_Values_for_Allowance_Plan_Data,Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,,weak_canonical_candidate,,,compensation.plan,0.600,,
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Compensation_Element_Reference,Compensation_Element_ReferenceType,The expected end date of the plan assignment.,weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Percent,,Percent for Compensation Element.,weak_canonical_candidate,,,compensation.plan,0.600,,
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Amount,,Amount for Compensation Element.,weak_canonical_candidate,,,compensation.plan,0.600,gross amount,0.550
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Expected_End_Date,date,Expected End Date,weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Reimbursement_Start_Date,date,Reimbursement Start Date.,weak_canonical_candidate,,,absence.start_date,0.500,absence start date,0.550
Employee_Compensation_Allowance_Plan_Assignment_Detail_DataType,Actual_End_Date,date,Actual End Date for the plan assignment.,weak_canonical_candidate,,,absence.end_date,0.500,absence end date,0.550
