wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Worker_Event_History_DataType,Event_Data,Event_History_DataType,,unmapped,,,,,,
Event_History_DataType,Completed_DateTime,dateTime,Date the event completed.,unmapped,,,,,,
Workday_Account_for_Worker_DataType,Password,string,Text attribute identifying Password.,knowledge_only,,,,,password,1.000
Workday_Account_for_Worker_DataType,Require_New_Password_at_Next_Sign_In,boolean,Boolean attribute identifying whether user will need to enter a new password upon next sign-in to the Workday system.,unmapped,,,,,,
Workday_Account_for_Worker_DataType,Multi-factor_Authentication_Exempt,boolean,"True when the user is exempt from One-Time Passcode Authentication, False otherwise. Set this element to true if you want the user to be exempt from one-time passcode authentication.",unmapped,,,,,,
Workday_Account_for_Worker_DataType,Multi-factor_Authentication,Multi-factor_Authentication_for_Worker_DataType,Individual multi-factor authentication.,unmapped,,,,,,
Workday_Account_for_Worker_DataType,Account_Disabled,boolean,Boolean attribute identifying whether Workday Account is disabled.,unmapped,,,,,,
Workday_Account_for_Worker_DataType,Display_XML_Icon_on_Reports,boolean,The user will be presented with an icon to view reports as an RSS feed.,knowledge_only,,,,,manager reports to,0.550
Workday_Account_for_Worker_DataType,Enable_Workbox,boolean,The user will have the Workbox tab available in the right-side slide-out.,unmapped,,,,,,
Workday_Account_for_Worker_DataType,Exempt_from_Delegated_Authentication,boolean,"True when the user is exempt from Delegated Authentication, False otherwise. Set this element to true if you want the user to be exempt from delegated authentication.",unmapped,,,,,,
Workday_Account_for_Worker_UpdateType,Workday_Account_for_Worker_Data,Workday_Account_for_Worker_DataType,,unmapped,,,,,,
Workday_Account_for_Worker_AddType,Workday_Account_for_Worker_Data,Workday_Account_for_Worker_DataType,,unmapped,,,,,,
Location_iDataType,Allow_Duplicate_Coordinates,boolean,Set to true to trigger a validation message when Workday receives duplicate location coordinates.,unmapped,,,,,,
Location_iDataType,Latitude,,"The Latitude for a Coordinate. If left blank, existing values will be removed.",knowledge_only,,,,,latitude,1.000
Location_iDataType,Longitude,,"The Longitude for a Coordinate. If left blank, existing values will be removed.",knowledge_only,,,,,longitude,1.000
Location_iDataType,Altitude,,"The Altitude for a Coordinate. If left blank, existing values will be removed.",unmapped,,,,,,
Location_iDataType,Global_Location_Number,string,The Global Location Number of the location.,unmapped,,,,,,
Location_iDataType,Instructional_Site_Data,Location_Instructional_Site_DataType,,unmapped,,,,,,
Location_iDataType,Student_Housing_Assignment_Data,Location_Student_Housing_Assignment_DataType,Wrapper element for the Student Housing Assignment Data,unmapped,,,,,,
Location_iDataType,Location_Training_Room_Data,Location_Training_Room_DataType,Wrapper element for the Training Room data.,unmapped,,,,,,
Employee_Contribution_Percentage_DataType,Election_Percentage,,The employee's election. This is the percent that should be taken as a deduction.,unmapped,,,,,,
Employee_ImageType,Employee_Image_Data,Employee_Image_DataType,,unmapped,,,,,,
Safety_Incident_Location_DataType,Safety_Incident_Location_Description,string,Safety Incident Location Description,unmapped,,,,,,
Work_Shift_DataType,Work_Shift_Name,string,Name for the Work Shift.,knowledge_only,,,,,shift,0.550
Work_Shift_DataType,Work_Shift_Description,string,Description of the Work Shift.,knowledge_only,,,,,shift,0.550
Worker_Request_CriteriaType,Exclude_Inactive_Workers,boolean,"Excludes from the response terminated employees or contingent workers whose contracts have ended. (See also: Exclude_Employees, Exclude_Contingent_Workers)",unmapped,,,,,,
Worker_Request_CriteriaType,Exclude_Employees,boolean,"Excludes employees from inclusion in the response. (See also: Exclude_Inactive_Workers, Exclude_Contingent_Workers)",unmapped,,,,,,
Worker_Request_CriteriaType,Exclude_Contingent_Workers,boolean,"Excludes contingent workers from inclusion in the response. (See also: Exclude_Inactive_Workers, Exclude_Employees)",unmapped,,,,,,
Business_Sub_Process_ParametersType,Auto_Complete,boolean,"When set to ""true"" or ""1"", the business process is automatically processed. This means that all approvals will be automatically approved in the system, all reviews and to-do's will be automatically by-passed, and all notifications will be automatically suppressed.",unmapped,,,,,,
Business_Sub_Process_ParametersType,Skip,boolean,"When set to ""true"" or ""1"", the business process is automatically skipped (if it is defined as ""skippable"" within the business process definition).",unmapped,,,,,,
Business_Sub_Process_ParametersType,Business_Process_Comment_Data,Business_Process_Comment_DataType,,unmapped,,,,,,
Business_Sub_Process_ParametersType,Business_Process_Attachment_Data,Business_Process_Attachment_DataType,,unmapped,,,,,,
Worker_Response_GroupType,Include_Goals,boolean,Indicates that Goal Details will be included in the web service response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Development_Items,boolean,Indicates that Development Item Details will be included in the web service response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Skills,boolean,Indicates that Skill Details will be included in the web service response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Subevents_for_Corrected_Transaction,boolean,Include sub-events of corrected events in the response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Succession_Profile,boolean,Indicates if the Succession Profile element is included in the response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Talent_Assessment,boolean,Indicates if the Talent Assessment element is included in the response.,unmapped,,,,,,
Worker_Response_GroupType,Include_Contracts_for_Terminated_Workers,boolean,Include Contracts for Terminated Workers,unmapped,,,,,,
Worker_Response_GroupType,Include_Feedback_Received,boolean,Indicates that Feedback Received will be included in the web service response.,unmapped,,,,,,
Workers_Response_DataType,Worker,WorkerType,,knowledge_only,,,,,operator,1.000
WorkerType,Worker_Data,Worker_DataType,,unmapped,,,,,,
Worker_DataType,Organization_Data,Worker_Organization_DataType,Organization Data,unmapped,,,,,,
Worker_DataType,Role_Data,Worker_Role_DataType,Role Data,unmapped,,,,,,
Worker_DataType,Benefit_Enrollment_Data,Worker_Benefit_Enrollment_DataType,Contains the worker's benefits information. Security Note: This element is secured to the following domains: Self Service: Benefit Elections; Worker Data: Benefit Elections,unmapped,,,,,,
Worker_DataType,Benefit_Eligibility_Data,Worker_Benefit_Eligibility_DataType,Contains the worker's benefit eligibility information for all Benefit Plan criteria that is not in the current plan year definition.,unmapped,,,,,,
Worker_DataType,Employee_Review_Data,Employee_Review_DataType,"Contains the employee's latest review for performance, performance improvement plan, development plan, and disciplinary action. This is only valid for a worker than is an employee. Security Note: This element is secured to the following domains: Worker Data: Employee Reviews, Self Service: Employee Reviews",knowledge_only,,,,,address valid to,0.550
Worker_DataType,Transaction_Log_Entry_Data,Event_Target_Transaction_Log_Entry_DataType,Transaction Log Entry Data,unmapped,,,,,,
Worker_DataType,Talent_Assessment_Data,Talent_Assessment_DataType,"Contains the employee's latest talent assessment, such as potential, achievable level, and retention. This is only valid for a worker than is an employee. Security Note: This element is secured to the following domain: Worker Data: Talent.",knowledge_only,,,,,address valid to,0.550
Worker_DataType,Worker_Goal_Data,Worker_Goal_DataType,Contains the employee's goals and is similar to the content that is found in the Employee Goals UI page for an employee. Security Note: This element is secured to the following domain: Worker Data: Employee Goals,unmapped,,,,,,
Worker_DataType,Development_Item_Data,Worker_Development_Item_DataType,Contains the employee's development items and is similar to the content that is found in the Development Items UI page for an employee.,unmapped,,,,,,
Worker_DataType,Skill_Data,Worker_Skill_Item_DataType,,unmapped,,,,,,
Worker_DataType,Feedback_Received_Data,Feedback_Received_DataType,Contains the employee's feedback received,unmapped,,,,,,
Worker_DataType,Career_Data,Worker_Career_DataType,,unmapped,,,,,,
Business_Process_ParametersType,Auto_Complete,boolean,"When set to ""true"" or ""1"", the business process is automatically processed. This means that all approvals will be automatically approved in the system, all reviews and to-do's will be automatically by-passed, and all notifications will be automatically suppressed.",unmapped,,,,,,
Business_Process_ParametersType,Run_Now,boolean,Indicates the transaction should process to completion before the response is generated. Note: All  v12 operations will process with Run_Now = True for backwards compatibility but please review this setting in your environment for performance conditions.,unmapped,,,,,,
Business_Process_ParametersType,Comment_Data,Business_Process_Comment_DataType,,unmapped,,,,,,
Business_Process_ParametersType,Business_Process_Attachment_Data,Business_Process_Attachment_DataType,,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Health_Care_Data,Worker_Health_Care_DataType,Contains the health care data for an employee.,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Health_Savings_Account_Data,Worker_Health_Savings_Account_DataType,Contains the health savings account information for an employee.,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Spending_Account_Data,Worker_Spending_Account_DataType,Contains the spending account information for an employee.,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Insurance_Data,Worker_Insurance_DataType,,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Retirement_Savings_Data,Retirement_Savings_DataType,,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,Additional_Benefits_Data,Worker_Additional_Benefits_DataType,Contains the additional benefits data for an employee.,unmapped,,,,,,
Worker_Benefit_Enrollment_DataType,COBRA_Eligibility_Data,COBRA_Eligibility_DataType,Contains COBRA Eligibility detail for a participant. If this element is not populated then the participant is assumed to not be COBRA eligible.,unmapped,,,,,,
Employee_Review_DataType,Performance_Review_Data,Performance_Review_DataType,Contains the latest completed performance review for the employee.,unmapped,,,,,,
Employee_Review_DataType,Performance_Improvement_Plan_Data,Performance_Improvement_Plan_DataType,Contains the latest completed performance improvement plan for the employee.,unmapped,,,,,,
Employee_Review_DataType,Development_Plan_Data,Development_Plan_DataType,Contains the latest completed development plan for the employee.,unmapped,,,,,,
Employee_Review_DataType,Disciplinary_Action_Data,Disciplinary_Action_DataType,Contains the latest completed disciplinary action for the employee.,unmapped,,,,,,
Worker_Organization_DataType,Worker_Organization_Data,Worker_Organization_Membership_DataType,,unmapped,,,,,,
Worker_Role_DataType,Organization_Role_Data,Worker_Organization_Role_DataType,,unmapped,,,,,,
Person_Qualification_DataType,External_Job_History,Job_HistoryType,Wrapper element for job history.,unmapped,,,,,,
Person_Qualification_DataType,Training,TrainingType,Wrapper element for Training information.,unmapped,,,,,,
Person_Qualification_DataType,Award_and_Activity,Award_and_ActivityType,,unmapped,,,,,,
Person_Qualification_DataType,Education,EducationType,Wrapper element for Education information.,unmapped,,,,,,
Person_Qualification_DataType,Work_Experience,Work_Experience_DataType,Wrapper element for work experience.,unmapped,,,,,,
Address_Information_DataType,Last_Modified,dateTime,The moment when the address was last modified.,unmapped,,,,,,
Instant_Messenger_Information_DataType,Instant_Messenger_Address,string,Instant Messenger Address.,unmapped,,,,,,
Instant_Messenger_Information_DataType,Instant_Messenger_Comment,string,Instant messenger comment.,unmapped,,,,,,
Web_Address_Information_DataType,Web_Address_Comment,string,Web address comment.,unmapped,,,,,,
Job_HistoryType,Job_History_Data,Job_History_Achievement_DataType,Wrapper element for Job History Data.,unmapped,,,,,,
Certification_AchievementType,Certification_Data,Certification_Achievement_DataType,Wrapper element for Certification data.,unmapped,,,,,,
TrainingType,Training_Data,Training_Achievement_DataType,Wrapper element for Training information.,unmapped,,,,,,
Job_History_Achievement_DataType,Remove_Job_History,boolean,Used for inbound operations to indicate that the Job History should be removed for the person. Will always return false for outbound operations.,unmapped,,,,,,
Job_History_Achievement_DataType,Responsibilities_and_Achievements,string,Description of responsibilities and achievements during the tenure of the job.,unmapped,,,,,,
Certification_Achievement_DataType,Remove_Certification,boolean,Used for inbound operations to indicate that the certification should be removed for the person. Will always return false for outbound operations.,unmapped,,,,,,
Certification_Achievement_DataType,Certification_Name,string,The name of the Certification.,unmapped,,,,,,
Certification_Achievement_DataType,Issuer,string,The authority issuing the certification.,unmapped,,,,,,
Certification_Achievement_DataType,Certification_Number,string,Certification Number for the Certification.,unmapped,,,,,,
Certification_Achievement_DataType,Examination_Score,string,The person's score on the certification examination.,unmapped,,,,,,
Certification_Achievement_DataType,Examination_Date,date,The date the certification examination was taken.,knowledge_only,,,,,time entry date,0.900
Certification_Achievement_DataType,Specialty_Achievement_Data,Specialty_Achievement_Data_with_DatesType,This data contains information about any specialties and subspecialties associated with the certification achievement.,unmapped,,,,,,
Training_Achievement_DataType,Remove_Training,boolean,Used for inbound operations to indicate that the training should be removed for the person. Will always return false for outbound operations.,unmapped,,,,,,
Training_Achievement_DataType,Training,string,The Name of the Training. Required unless the training is being removed.,unmapped,,,,,,
Work_Experience_DataType,Remove_Experience,boolean,Used for inbound operations to indicate that the work experience should be removed for the person. Will always return false for outbound operations.,unmapped,,,,,,
Work_Experience_DataType,Experience_Comment,string,Comments about the work experience.,unmapped,,,,,,
Proposed_Bonus_Plan_Assignment_DataType,Percent_Assigned,,"Percent of the bonus assigned. If none entered, default is 100%.",unmapped,,,,,,
Performance_Review_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the performance review for the employee.,unmapped,,,,,,
Employee_Review_Details_DataType,Self_Evaluation_Data,Self_Evaluation_Detail_DataType,Contains the evaluation information that was filled out by the employee.,unmapped,,,,,,
Change_Personal_Information_DataType,Personnel_File_Agency,string,Personnel File Agency is used in China to indicate where workers have their personnel file stored.,unmapped,,,,,,
Change_Personal_Information_DataType,Date_of_Death,date,Person's Date of Death.,knowledge_only,,,,,time entry date,0.900
Change_Personal_Information_DataType,Last_Medical_Exam_Date,date,Date of person's most recent Medical Examination.,knowledge_only,,,,,time entry date,0.900
Change_Personal_Information_DataType,Medical_Exam_Notes,string,Notes for the person's most recent Medical Examination.,unmapped,,,,,,
Worker_Document_Details_DataType,File,base64Binary,The document that was attached for the worker.,unmapped,,,,,,
Performance_Improvement_Plan_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the performance improvement plan for the employee.,unmapped,,,,,,
Disciplinary_Action_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the disciplinary action for the employee.,unmapped,,,,,,
Development_Plan_DataType,Review_Data,Employee_Review_Details_DataType,Contains the information about the development plan for the employee.,unmapped,,,,,,
Position_Detail_DataType,Worker_Hours_Profile_Classification,,The Worker Hours Profile Classification.,unmapped,,,,,,
Leave_Status_Detail_DataType,Leave_Request_Description,string,The description of Leave Request Event.,unmapped,,,,,,
Leave_Status_Detail_DataType,Benefits_Effect,boolean,Boolean attribute identifying whether the leave event has a Benefits Effect.,unmapped,,,,,,
Leave_Status_Detail_DataType,Payroll_Effect,boolean,Boolean attribute identifying whether the leave event has a Payroll Effect.,unmapped,,,,,,
Leave_Status_Detail_DataType,Paid_Time_Off_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Absence Accrual Effect.,unmapped,,,,,,
Leave_Status_Detail_DataType,Continuous_Service_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Continuous Service Accrual Effect.,unmapped,,,,,,
Leave_Status_Detail_DataType,Stock_Vesting_Effect,boolean,Boolean attribute identifying whether the leave event has a Stock Vesting Effect.,knowledge_only,,,,,stock status,0.550
Leave_Status_Detail_DataType,Leave_Request_Additional_Fields,Leave_Request_Additional_FieldsType,Element to capture all the leave request additional fields,knowledge_only,,,,,leave to,0.550
Transaction_Log_EntryType,Transaction_Log_Data,Transaction_Log_DataType,,unmapped,,,,,,
Transaction_Log_DataType,Transaction_Log_Description,string,The Description of the Transaction Log,unmapped,,,,,,
Employer_Contribution_Percentage_DataType,Election_Percentage,,The employer's contribution.,unmapped,,,,,,
Event_Target_Transaction_Log_Entry_DataType,Transaction_Log_Entry,Transaction_Log_EntryType,,unmapped,,,,,,
Worker_Health_Care_DataType,Health_Care_Period_Data,Worker_Health_Care_Period_DataType,Contains the health care period data for an employee based on the benefit plan year.,unmapped,,,,,,
Worker_Health_Care_Period_DataType,Health_Care_Coverage_Data,Worker_Health_Care_Coverage_DataType,Contains the health care coverage information (elections) for an employee.,unmapped,,,,,,
Worker_Health_Care_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,The election information for the coverage.,unmapped,,,,,,
Worker_Health_Care_Coverage_DataType,Dependent_Coverage_Data,Dependent_Coverage_DataType,Contains the dependents covered for the election.,unmapped,,,,,,
Worker_Benefit_Election_DataType,Enrollment_Signature_Date,date,Indicates the date on file for the enrollment signature.,knowledge_only,,,,,time entry date,0.900
Worker_Benefit_Election_DataType,Latest_Enrollment_Signature_Date,date,Returns the Latest Enrollment Signature Date for the plan elected,knowledge_only,,,,,time entry date,0.900
Worker_Benefit_Election_DataType,Passive_Enrollment,boolean,Indicates the date on file for the enrollment signature.,unmapped,,,,,,
Worker_Benefit_Election_DataType,Benefit_Plan_Summary_Data,Benefit_Plan_Summary_DataType,Indicates the date on file for the enrollment signature.,unmapped,,,,,,
Worker_Benefit_Election_DataType,Original_Plan_Enrollment_Date,date,"First time an individual enrolled in the plan of this benefit election, ignoring gaps in coverage.",knowledge_only,,,,,time entry date,0.900
Worker_Benefit_Election_DataType,Original_Benefit_Provider_Enrollment_Date,date,"First time an individual enrolled in any plan associated with this provider for this election, ignoring gaps in coverage.",knowledge_only,,,,,time entry date,0.900
Benefit_Plan_Summary_DataType,Benefit_Provider_Summary_Data,Benefit_Provider_Summary_DataType,Contains the summary information about the benefit provider of the benefit plan.,unmapped,,,,,,
Benefit_Provider_Summary_DataType,Benefit_Provider_Name,string,The name of the benefit provider.,unmapped,,,,,,
Dependent_Coverage_DataType,First_Date_Covered_by_Benefit_Plan,date,The very first date that the Dependent was covered by the Benefit Plan. Any gaps in coverage are ignored.,knowledge_only,,,,,time entry date,0.900
Dependent_Coverage_DataType,First_Date_Covered_by_Benefit_Provider,date,The very first date that the Dependent was covered by the Benefit provider. Any gaps in coverage are ignored.,knowledge_only,,,,,time entry date,0.900
Dependent_Coverage_DataType,COBRA_Eligibility_Data,COBRA_Eligibility_DataType,Contains COBRA Eligibility detail for a participant. If this element is not populated then the participant is assumed to not be COBRA eligible.,unmapped,,,,,,
Worker_Spending_Account_DataType,Spending_Account_Period_Data,Worker_Spending_Account_Period_DataType,Contains the spending account period data for an employee based on the benefit plan year.,unmapped,,,,,,
Worker_Spending_Account_Period_DataType,Spending_Account_Coverage_Data,Spending_Account_Coverage_DataType,Contains the spending account coverage information (elections) for an employee.,unmapped,,,,,,
Spending_Account_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Worker_Insurance_DataType,Insurance_Period_Data,Worker_Insurance_Period_DataType,,unmapped,,,,,,
Worker_Insurance_Period_DataType,Insurance_Coverage_Data,Worker_Insurance_Coverage_DataType,Contains the insurance coverage information (elections) for an employee.,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Insurance_Coverage_Level_Data,Insurance_Coverage_Level_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Dependent_Coverage_Data,Dependent_Coverage_DataType,,unmapped,,,,,,
Worker_Insurance_Coverage_DataType,Beneficiary_Designation_Data,Beneficiary_Designation_DataType,,unmapped,,,,,,
Beneficiary_Designation_DataType,Beneficiary_Allocation_Data,Beneficiary_Allocation_DataType,,unmapped,,,,,,
Beneficiary_Allocation_DataType,Allocation_Type,string,The type of allocation (primary or secondary).,unmapped,,,,,,
Insurance_Coverage_Level_DataType,Volume_Data,Volume_DataType,,unmapped,,,,,,
Retirement_Savings_DataType,Retirement_Savings_Period_Data,Worker_Retirement_Savings_Period_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_Period_DataType,Retirement_Savings_Coverage_Data,Worker_Retirement_Savings_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,,unmapped,,,,,,
Worker_Retirement_Savings_DataType,Beneficiary_Designation_Data,Beneficiary_Designation_DataType,,unmapped,,,,,,
Worker_Related_Persons_DataType,Number_of_Payroll_Dependents,,"The number of dependents, for this worker, that are used for payroll purposes.",knowledge_only,,,,,number of dependents,0.550
